news_id,FinRE,FinNA,summary_report,sentiment_analysis
175,美財部批評IMF過於客氣，應更透明揭露中國融資保證。,競爭/批評/透明揭露/政策分析/壓力增加,美國財政部指責國際貨幣基金組織對中國經濟政策過於客氣，應更透明揭露中國貸款計劃融資保證。美財政部副部長內曼批評IMF分析中國產業政策不夠嚴謹，未關注匯率及中國人行角色。他指出IMF應為無情的真話者，并建議增加對中國的壓力以促進融資保證。美國對IMF對中國貸款計劃透,0.9423012733459473
186,山竹颱風影響商場營運，人潮增加，部分調整營業時間。,合作/競爭/營業時間調整/外送/預購商品,山陀兒颱風讓全台放颱風假，但北部天氣晴朗。民眾湧入商場用餐，假日氛圍濃厚。部分商場調整營業時間吸引民眾，外送停止令人轉向餐廳用餐。商場人潮增加，預購商品提早取貨避免假日擁擠。,0.7542504668235779
196,東岸和墨西哥灣罷工阻礙美國貨運，影響經濟。,競爭/運輸/罷工/經濟/大選前景,美國東岸和墨西哥灣港口碼頭工人罷工，影響全球經濟和美國大選前景。罷工將導致貨櫃和汽車運輸暫停，影響一半的美國貿易。,0.5314395427703857
173,橋水基金創辦人：中國或迎歷史轉折，經濟面臨危機。,合作/競爭/經濟形勢/政治局/債務,美國對沖基金橋水基金創辦人達里歐指出，中國大陸經濟可能走向歷史性轉折點，因中共政治局為因應經濟形勢召開會議，並指出此一周對中國來說極為重要。他也提到中國國家主席習近平目前挽救經濟危機的做法。達里歐認為中國可能走向經濟低迷，或成功削減債務避免危機。,0.8978268504142761
197,台灣晶片製造商將在10月上調電價，對工業用戶產生125元上漲影響。,競爭/影響/工業用戶/電價上漲/晶片製造商,根據彭博報導，台灣部分主要晶片製造商所在地將在10月中旬再次上調電價。這將對當地的工業用戶產生影響。台灣經濟部週一表示，工業企業的電價將平均上漲125。,0.8566524386405945
191,新加坡樓市升溫，房價連續五季度下跌，成交量減少。,競爭/房價下跌/成交量減少/市區重建局/趋势反转,新加坡房價連續五個季度後首次下跌，樓市成交量減少。根據新加坡市區重建局數據，私人住宅價格指數上季度環比下跌了1.1%，為自2023年第二季度以來首次下跌。这是个令人关注的趋势反转。,0.6748881340026855
193,波斯灣主權財富基金管理49兆美元，年投資550億美元。,投資/政府支持投資者/基金地位/交易搓合者,波斯灣主權財富基金管理著49兆美元，吸引人才，今年投資550億美元，占全球政府支持投資者40%。這些基金地位日漸鞏固，成為交易搓合者。,0.7091792225837708
194,澳門博彩收入9月增長15%，超預期，受益於中國節日旅遊需求。,收購/合作/競爭/增長/旅遊需求,澳門博彩收入9月較去年同期增長15%，超過預期。當地博彩中心準備迎接中國大陸的重要節日，預計可刺激旅遊需求。,0.941106379032135
195,南台灣停課影響資金需求，短期利率上漲。,減持/拆款/銀行資金供應/外資銀行/營所稅上繳,南台灣多個縣市因颱風而停班停課，部分資金需求減少。營所稅上繳與提存期底等因素影響短票利率上移，拆款則暫時穩定。銀行資金供應緊縮，部分銀行從季底後轉為拆入方向。外資銀行隔夜資金利率保持在近期區間。,0.9189068675041199
198,投資者看跌美元，偏好瑞郎兌日圓，英鎊兌紐元等交易。,競爭/交易/投資/避險/外匯,投資者對美元的看法分歧，在避開美元投資的選擇上增加了。最近幾周，有越來越多的投資者建議做空瑞郎兌日圓，買入英鎊兌紐西蘭元等交易，希望無論聯儲會的政策和美國大選的影響如何，能夠獲利。,0.9878988862037659
199,OPEC推遲增產，將舉行會議，23國聯盟同意延遲供應增加。,合作/原油產量/會議/供應增加/推遲,彭博報導，OPEC產油國將就推遲恢復原油產量舉行會議，23國聯盟同意從12月開始增加供應，晚了兩個月。,0.8784072995185852
201,亞洲到美洲的天災導致農作物價格上漲，彭博農業現貨指數月漲7％。,競爭/農產品/價格上漲/指數/漲幅,亞洲到美洲的干旱、暴雨和火災導致農作物收成擔憂，主食價格上漲，彭博農業現貨指數月度漲幅超過7％，為自2022年初俄羅斯入侵烏克蘭以來最大漲幅。,0.8965360522270203
205,南韓符合全球債券指數，對經濟影響正面。,合作/經濟指數/全球債券/財政部長/南韓。,南韓財政部長表示南韓已符合全球債券指數條件，對南韓經濟將有正面影響。,0.5664025545120239
200,日本央行加強溝通，委員警惕風險，提醒政策清晰。,政策溝通/經濟風險/利率/央行/會議,彭博報導，日本央行9月政策會議強調加強與市場溝通，某委員警惕經濟風險。另一委員表示，在提高利率時，央行需更清楚地溝通政策立場。,0.9011414051055908
202,美國海事聯盟提議碼頭工人加薪近50%，以避免罷工。與國際碼頭工人協會談判，提高報價並要求延長合同。,合作/加薪/罷工/談判/合同延長,美國海事聯盟提議碼頭工人加薪近50，希望避免東海岸和墨西哥灣港口罷工。與國際碼頭工人協會談判。美國海事聯盟已提高報價，要求延長合同。,0.5144268274307251
204,中國經濟影響力减弱。,合作/競爭/全球影響力/解決長期成長問題/美國經濟,美國經濟不再主導陸股市場，顯示中國經濟對全球影響力的限制，也擔憂中國解決長期成長問題的能力。,0.8282525539398193
203,軟銀願景基金計畫向OpenAI投資5億美元，使後者融資計畫估值達1500億美元。,投資/融資/估值籌集/商談/領投,軟銀願景基金計畫向OpenAI投資5億美元，是後者融資計畫的一部分。OpenAI正商談以1500億美元估值籌集65億美元，由ThriveCapital領投，微軟等也參與投資。,0.9919306635856628
207,中國大陸刺激措施提振投資者情緒，國債殖利率回升。,合作/競爭/市場/利率/刺激措施,中國大陸實施刺激措施提振投資者情緒，國債牛市結束。10年期國債殖利率接近7月高點，連續上升。周一國債殖利率小幅下行，但仍高於前期。周一活躍券殖利率有回落跡象。,0.9793483018875122
208,銀行拆款利率上升1bps，周一市況緊俏因颱風影響。,合作/市況/颱風假/資金調度/利率上升,票券商與銀行指出，周一市況緊俏，因為颱風將逼近台灣可能放颱風假，導致銀行態度謹慎，資金調度困難，短票利率上升。銀行資金供應有限，利率上移1基點，拆款意願低，傾向午後交易。,0.9518288969993591
209,日本8月工廠產值下降，經濟復甦動力不足，石破茂面臨挑戰。,經濟復甦/工業產值/零售額/日本經濟/新首相,彭博報導，日本8月工廠產值下降，預示經濟復甦失去動力。工業產值較7月下降3.3%，同比下降4.9%，零售額成長不足。這表明經濟可能失去動能，新首相石破茂面臨挑戰。,0.7888072729110718
211,中國大陸為提振房地產市場，實施貨幣、財政和監管措施，央行預計進一步降息，推動全球股市上漲。,合作/降息/房地產市場/全球股市上漲/監管措施,中國大陸為提振房地產市場，實施貨幣、財政和監管措施。聯準會等央行預計進一步降息，推動全球股市上漲。,0.5625209212303162
210,中國製造業連續5個月萎縮，經濟疲軟，政府需緊急刺激。,製造業/PMI/政府刺激措施/經濟/製造業收縮,中國大陸國家統計局數據顯示，製造業採購經理指數PMI報498，低於50關口，連續第五個月萎縮。經濟顯露疲軟跡象，凸顯政府刺激措施的緊迫性。PMI低於50顯示製造業處於收縮狀態，對經濟可能產生負面影響。,0.9962288737297058
212,北京加快發展半導體產業，要求企業購買本土人工智能晶片，以應對美國制裁。,收購/半導體產業/人工智能晶片/制裁/外依賴,北京加快發展半導體產業，要求企業購買本土人工智能晶片。這是應對美國制裁的一部分，旨在減少對外依賴。,0.6591636538505554
213,StellantisNV下調利潤率預測，計劃減產增促銷支出，經營利潤率降至5%-7%。,減持/下調利潤率預測/競爭加劇/減產/促銷支出,汽車製造商StellantisNV下調了今年的利潤率預測，原因是汽車市場放緩和競爭加劇。公司計劃減產並增加促銷支出。調整後的經營利潤率預計降至5%至7%，低於之前預測的兩位數。此外，Stellantis還預計工業自由現金流將在負50億至負100億歐元之間，而先前的預測則是正值。,0.988421618938446
216,德國經濟預期停滯，2024年成長預期下調。,競爭/經濟預期/下調預期/2024年經濟預測/停滯,德國政府準備下調經濟預期，預計今年無法實現成長。知情人士透露，德國政府將2024年經濟預測從之前預計的成長0.3%下調至停滯，但尚未公開預測數據。,0.9288920760154724
217,石破茂勝出自民黨總裁選後，日圓持續震盪，上周大漲1.9%。,競爭/市場/日圓/波動/上漲,日本自民黨總裁選舉後，石破茂勝出帶來市場衝擊逐漸消退。然而，日圓仍持續震盪，周一早盤下跌至142.95，午後又回升至141.65。上周五，石破茂意外勝出後，日圓曾大漲1.9%。,0.6751046180725098
218,AstonMartin股價供應鏈中斷，中國需求疲軟，年內暴跌。,減持/供應鏈中斷/中國需求疲軟/火災和洪災影響/財務困境,英國跑車製造商AstonMartin股價大跌，原因是供應鏈中斷和中國需求疲軟。該公司表示火災和洪災影響了主要供應商，一些供應商陷入財務困境。今年以來，AstonMartin股價幾乎腰斬。,0.9678111672401428
221,盛寶銀行因業務環境變化將關閉香港辦公室。,合作/收購/競爭/關閉/客戶服務,盛寶銀行將關閉香港辦公室，原因是該地區業務環境的快速變化。該公司表示這是一個困難但必要的決定，已停止在香港開設新帳戶。目前的首要任務是協助受影響的客戶順利完成過程。,0.5084187984466553
219,中國電動汽車製造商8月銷量大跌，同比下降近一半，市場份額持續下滑。,競爭/市佔率/銷量/下降/未來變化,中國電動汽車製造商8月份銷量創18個月新低，同比下降近一半，中資品牌市佔率連續第二個月下降。祥德研究機構提供的數據顯示，市場受影響，需密切關注未來變化。,0.9881299734115601
225,美國碼頭工人計劃東部和墨西哥灣沿岸罷工，政府呼籲避免衝突。,競爭/罷工/政府/港口管理/影響,美國碼頭工人計劃在東部和墨西哥灣沿岸港口進行罷工，政府和行業要求雙方避免衝突。紐約與紐澤西港口事務管理局已準備好因應潛在影響。,0.8426456451416016
224,中國股市樂觀，13年最大單周漲幅，2024年有潛力成為全球最大贏家。,合作/刺激計畫/股票指數/全球股市/最大贏家,中國股市情緒轉向樂觀，因為中國大陸宣布了一個刺激計畫，推動了在香港交易的中國股票指數在13年來的最大單周漲幅。這使得中國股市有望成為2024年全球股市中的最大贏家之一。,0.9830722808837891
223,中國刺激馬來西亞貿易，林吉特匯率第三季大漲近15%。,合作/貿易/匯率/新興市場貨幣/刺激措施,中國刺激措施提振馬來西亞貿易，使林吉特匯率第三季大漲近15%，創1971年以來最大季度漲幅，今年表現優於其他新興市場貨幣。,0.922703742980957
226,新加坡鐵礦石期貨上漲8%，中國大陸放寬房屋限制。,競爭/政策/房地產市場/商品期貨/城市限購,彭博報導，中國大陸一線城市放寬購屋限制後，新加坡鐵礦石期貨上漲8%。在中央政府支持樓市計畫後，上海、廣州和深圳三大城市放鬆住房限購政策。,0.9434922933578491
228,英特爾延後德國廠建設，使用110億美元補助款，影響歐盟半導體目標。,延遲設廠/半導體產業/補助款爭議/全球半導體供應目標/工廠規模,英特爾公司決定延後在德國馬德堡設廠，對歐盟半導體產業發展是打擊。該公司將在柏林使用110億美元補助款，引起合適地點的爭議。這對歐盟2030年前供應全球20%半導體目標生變。該德國廠原本被視為接受歐盟晶片法補助的工廠中規模最大的。,0.8282254934310913
227,"英特爾公布財報,預測不佳，裁員15000人，翻身計畫受質疑。",收購/裁員/公司治理/經營策略/股價下跌,半導體公司英特爾在8月1日公布財報後，市場對其表現失望，預估也低於分析師預期，隨後宣布裁員15000人。公司董事會在9月初舉行三天會議，評估公司未來業績不佳和股價下跌的情況，使執行長基辛格2016年推動的翻身計畫受到質疑。,0.9648592472076416
230,加藤勝信接任日本新財務大臣，將引領國家財政度過經濟轉型期。,合作/競爭/重要職位,日本將任命加藤勝信為新財務大臣，接替鈴木俊一。加藤勝信參與自民黨總裁選舉，將負責引領國家財政度過經濟轉型期。他在新冠疫情期間成功領導國家，使日本表現優於其他G7國家，並在政府中發揮了關鍵作用。,0.9887895584106445
229,拜登支持哈桑納斯魯拉被殺，承諾繼續推動和平。,合作/外交/和平/中東地區/衝突,美國總統喬拜登在哈桑納斯魯拉被殺後表示支持，他稱這是正義的體現，並承諾將繼續努力推動和平。他表示，我們的目標是通過外交手段緩和加沙和黎巴嫩的衝突，並敲定協議以消除對以色列的威脅，為更廣泛的中東地區帶來更大的穩定。,0.9978910088539124
232,波音公司的最大工会谈判中断，未能就养老金问题达成协议。(20字),合作/谈判/工会/养老金问题/工资增长,波音公司的最大工會宣布与公司的谈判中断，双方未能就養老金问题达成协议。在工资增长等问题上也没有取得实质性进展。国际机械师和航空工人协会发表声明表示，双方暂停谈判。,0.6879141926765442
233,賀錦麗微弱領先川普，營收穩定。,競爭/民意調查/經濟議程/領先/川普,彭博新聞MorningConsult最新民意調查顯示，賀錦麗微弱領先川普，表明她專注於經濟議程的競選活動幾乎抵消了川普在這個問題上的優勢。,0.6815059185028076
231,OPEC與OPCE夥伴國超產違反承諾，油價下跌20％。,減產/超產/油價下跌/市場懷疑/欺騙行為,石油輸出國組織與OPCE夥伴國在減產行動中超產，違反了承諾。自今年初以來，日產量超過自訂上限60萬桶，8月更達85萬桶。超產使國際油價下跌20％至每桶75美元，引發市場對OPEC推升油價能力的懷疑，也讓欺騙行為成為OPEC的標準作法。,0.6864951252937317
234,幣安創始人趙長鵬因反洗錢控制被捕，現已釋放。,競爭/合作/交易/持股/減持,加密貨幣交易所幣安創始人趙長鵬因未能實施反洗錢控制而被捕。他現已獲釋，年47歲。,0.714006781578064
236,拜登宣布向烏克蘭提供80億美元軍援，包括24億美元武器購買和55億美元庫存供應。,合作/購買/援助/會議/訪問,美國總統拜登宣布向烏克蘭提供近80億美元軍事援助，包括24億美元購買武器和55億美元自庫存供應。拜登計畫在德國訪問時召開盟友會議，以提供額外支持。烏克蘭總統澤倫斯基將前往白宮。,0.9936901330947876
238,中國央行降低7天期逆回購操作利率至1%，調降存款準備金率支持經濟。,金融政策調節/逆回購操作利率/存款準備金率/經濟復甦/貨幣政策调节,中國央行降低7天期逆回購操作利率至1%，並調降存款準備金率，以支持經濟復甦。这項調整旨在加大貨幣政策逆周期調節力度，助力經濟穩定成長。,0.9885432720184326
239,DavidTepper增持對中國資產投資。,投資者行為/政府措施/資產投資/中國市場/投資決策,投資者DavidTepper在中國政府宣布大規模刺激措施後增加對中國相關資產的投資。他將這一舉動歸因於中國政府的轉變。,0.9970199465751648
237,中國8月工業企業利潤下滑，同比降17.8%。,競爭/製造業/利潤下降/工業企業/增長,彭博報導指出，中國大陸工業企業8月利潤大幅下降，受製造業疲軟拖累。國家統計局表示，8月工業企業利潤同比下降17.8%，為去年4月以來最大降幅。全國工業企業總利潤465兆元人民幣，同比增長0.5%，較7月的增長41%有所下滑。,0.9845598936080933
240,全球央行降息推動比特幣上漲，本月漲超10％。,競爭/收購/市場表現/利率/季節性,彭博報導，全球央行降息潮帶動比特幣走高，本月漲幅超過10％，表現優於過去9月份平均下跌5.9％的紀錄。这有助于比特幣克服季節性低迷。,0.9933570027351379
241,以色列拒绝停火提议，内塔尼亚胡证实对真主党发动空袭。,競爭/停戰/反對/空袭/发表,美國及盟友提出為期三周停火提議，旨在讓以色列和真主黨停戰。然而以色列反對並表示將繼續打擊真主黨。内塔尼亚胡抵纽约并发表照片证实对真主党指挥官发动了空袭。,0.9990569949150085
243,奇瑞汽車延遲在歐盟生產電動汽車，目標調整至2025年。,合作/收購/競爭/貿易/生產,奇瑞汽車因歐盟對自華進口電動汽車實施臨時關稅，推遲在歐盟生產電動汽車的目標一年。知情人士透露，奇瑞現在的目標是從2025年10月起在西班牙生產旗艦車型Omoda5。奇瑞正在評估關稅將如何影響其進口半成品汽車進行總裝的計畫。,0.9570183157920837
244,歐洲央行：8月歐元區消費者通膨預期降至2.7%，或導致下月降息。,貨幣政策/通膨預期/降息/物價預期/調查,歐洲央行指出歐元區8月消費者通膨預期走低，增添了下月再次降息的理由。根據歐洲央行的月度調查，未來12個月物價預期降到了2.7%，為三年來最低水準。,0.9750872254371643
242,根據彭博報導，市場情緒緩和，營所稅預繳影響，銀行調整後釋出較多資金。,合作/競爭/利率保持穩定/營所稅預繳/存款準備金率調整,根據彭博報導，周五市場緊張情緒有所緩和，利率保持穩定。雖然營所稅預繳等因素影響仍在，但銀行回補調整後能釋出較多短期資金。外商銀行部分缺錢情況改善，能提供少量隔夜資金。下周關注存款準備金率調整對市場的影響。,0.9987069368362427
246,東京9月消費者通膨回落，不包括生鮮食品的價格漲幅為5月以來最小的20。,競爭/通膨/價格漲幅/能源補貼/夏季高溫,東京9月消費者通膨回落，不包括生鮮食品的價格漲幅為5月以來最小的20。即將卸任的首相岸田文雄曾恢復能源補貼，以應對夏季高溫。,0.5037243366241455
247,MarathonCEOBruceRichardsoptimisticaboutcreditmarketsasFedcutsrates;buysvariouscreditproducts;highlightsstrongUSeconomicindicatorswith3%Q2GDPgrowth.,競爭/投資/經濟成長/信用市場/降息,Marathon資產管理執行長BruceRichards表示，隨著聯準會開始降息，信用市場具吸引力。他買入各種信用產品，指出美國經濟跡象強勁，第2季經濟成長率為3%。,0.9767745137214661
245,中國國債殖利率下降，日本國債殖利率上升，中日國債殖利率差縮小至10基點。,合作/競爭/持股/政策/利率,中國大陸30年期國債的殖利率在下降，與此同時，日本國債的殖利率則在上升。這引發了投資者對於中國經濟是否面臨日本化的討論。近期，隨著中國央行的持續寬鬆政策和日本逐漸實現貨幣政策正常化，中日30年期國債殖利率之差已從年初的近120個基點縮小至目前僅剩10多個基點。這一時刻具有象徵意義。,0.8985838294029236
248,字節跳動公司將簽署108億美元貸款，創亞洲最大企業美元貸款。,合作/融資/銀行/貸款/企業,字節跳動公司將簽署一筆108億美元的貸款，成為亞洲除日本外最大的企業美元貸款。約20家銀行將提供融資，其中包括外資和中資銀行。該消息來自知情人士，字節跳動公司尚未置評。,0.9656445384025574
249,高盛與美國銀行銀行家轉戰新興市場，證明私人信貸市場競爭激烈。,合作/競爭/人才外流/金融會議/新興市場,彭博報導高級銀行家在金融會議上稱私人信貸不會威脅華爾街，卻在短時間轉戰新興市場。高盛LukeGillam和美國銀行MuradKhaled將加入新公司。銀行業面臨私人信貸市場競爭，人才外流加劇證明其主導地位受到挑戰。,0.9917454123497009
252,由於政策利好，中國股市上證指數飆升，但交易系統故障導致橫盤，深圳創業板指數續創新高。,競爭/政策/上證指數/中國股市/上證交易系統,中國股市因政策利好受追捧，上證指數飆升，但上證交易系統故障，使指數橫盤，深圳創業板指數則續創新高。,0.9948269724845886
250,法國通膨率首次低於2%，導致歐洲央行降息加速。Insee統計機構指出，法國9月CPI同比成長1.5%，低於預估值。,降息加速/通膨率/消費者價格/能源價格下跌/統計機構Insee,法國通膨率首次低於2%，為歐洲央行降息加速。統計機構Insee指出，法國9月份消費者價格CPI同比成長1.5%，低於預估值1.9%。主因為能源價格下跌。,0.9439190626144409
253,ArmHoldingsPlc無意收購英特爾製造業務部門。,競爭/收購/合作/持股/交易,ArmHoldingsPlc無意收購英特爾製造業務部門，已被告知不出售。消息來自知情人士透露，Arm高層未表達對該業務感興趣。英特爾擁有兩大業務部門，一是銷售晶片，一是經營自家工廠。,0.9965687990188599
251,全球銅價上漲，LME銅價創5月以來最大單周漲幅,競爭/經濟刺激措施/銅價漲幅/房地產市場/銅需求,中國推出一揉堆經濟刺激措施，加上美國數據良好，帶動全球銅價創5月以來最大單周漲幅。LME銅價本周上漲6%，突破每噸10000美元。中國欲振興房地產市場，提振銅需求，為銅價展望增添正面影響。,0.9982140064239502
255,美國貨幣市場基金吸引大量資金，規模達642兆美元，投資者投入1210億美元。,競爭/市場規模/資金流入/降息政策/投資者情緒,美國貨幣市場基金吸引大量資金，規模達642兆美元，創新高。投資者投入1210億美元，尽管聯準会已启动降息周期。,0.9829590320587158
254,MarkSpitznagelwarnsinvestorsofeconomicrisksdespiterecordhighstockmarket.InterestratecutsbytheFedmaynotavertpotentialmarketcollapse.,競爭/風險/股市崩潰/經濟風險/聯準會降息,彭博UniversaInvestments創始人MarkSpitznagel警告投資者，雖股市創新高，但經濟風險仍存在。他指出，即使聯準會降息，經濟不穩仍可能引發市場崩潰。,0.9990444779396057
256,新世界發展停牌，行政總裁將撤換，首次虧損。,停牌/撤換行政總裁/虧損/首席營運總監/接替,香港房地產開發商新世界發展周四宣佈停牌，據悉將撤換行政總裁鄭志剛。公司將發布相關消息。新世界百貨中國也停牌。此前公司20年來首次出現虧損。知情人士透露首席營運總監馬紹祥可能接替鄭志剛。,0.9860584139823914
258,波音与工会恢复薪资谈判，避免停工。,合作/薪資談判/工會/罷工/停工,波音與工會將恢復薪資談判，避免罷工造成停工。工會代表波音33000名工人已準備好提出重要議題。,0.8661251068115234
262,經濟學家警告：美中關係緊張改變全球貿易，生產轉移到越南、墨西哥。,競爭/全球貿易/開發中國家/生產轉移/風險,美國經濟學家約瑟夫史提格里茲警告美中關係緊張正在改變全球貿易，對開發中國家造成機遇和風險。他指出，部分生產已從中國轉移到越南、墨西哥。,0.4733939468860626
261,紐約市市長EricAdams因貪腐指控被起訴。,競選團隊/起訴/貪腐調查/紐約南區檢察官辦公室/聯邦調查局,紐約市市長EricAdams因受到貪腐調查而被起訴，具體指控尚不清楚。他的代表和競選團隊沒有立即回應此事，律師也未回應評論請求。美國紐約南區檢察官辦公室和聯邦調查局拒絕對此發表評論。,0.9902055859565735
259,英仕曼集團：中國股市望續漲，政策支持關鍵，但或短暫現象。,競爭/政策支持/短暫現象/刺激措施/通縮,彭博消息指出，英仕曼集團預期持續政策支持下，中國股市將續漲。懷疑論者提醒可能只是短暫現象。該公司董事總經理Wilcox表示，北京宣布的刺激措施對股市至關重要，這是扭轉通縮的起點。,0.9973019361495972
263,瑞士央行連續第三次降息25基點，應對法郎強勢。,降息/央行/利率/瑞士法郎/物價穩定,瑞士央行連續第三次降息，每次降息25個基點，以抑制瑞士法郎強勢。央行表示未來可能進一步降息以確保物價穩定。,0.9469070434570312
264,德國GDP預測小幅萎縮，經濟前景嚴峻。,收購/競爭/合作/持股/減持,根據彭博預測，德國GDP將小幅萎縮，一系列負面報告顯示德國經濟前景嚴峻。德國領先的經濟研究機構預測2024年德國經濟將萎縮0.1％，與之前的預測相反。,0.9473733305931091
260,Candriam基金經理擔心英鎊漲勢，Niven看空英鎊兌歐元。,競爭/外匯市場/利率預期/交易/跌勢,Candriam基金經理認為英鎊漲勢脆弱，可能下跌，市場預期英國進一步降息。Niven準備做空英鎊兌歐元，指出英國和歐元區利率預期差距過大，倉位擁擠可能助長跌勢。,0.9833661913871765
266,聯準會主席鮑爾提議加大降息幅度以因應疲軟就業數據和風險。,競爭/利率調整/經濟數據/金融政策/風險管理,聯準會官員對於降息速度有分歧，主席鮑爾認為應比平常更大以因應疲軟就業數據，降息幅度應加大以防風險。,0.9873950481414795
265,美國債券殖利率上升，影響10年期殖利率；台灣5年期IRS也上升，TAIBOR上漲12基點。,收購/競爭/利率/IRS/TAIBOR,美國債券殖利率隔夜上升，影響了10年期殖利率。台灣5年期IRS也跟著上升。與IRS相關的TAIBOR連續五天上漲12個基點，創下自2008年以來的新高。,0.9808105826377869
268,五角大樓讚賞中國透明度改善，要求更頻繁通報飛彈發射。,合作/軍事溝通改善/彈道飛彈通報/太空發射情況/透明度,美國五角大樓稱讚中國向太平洋試射洲際彈道飛彈前的透明度，顯示兩國軍事溝通改善。五角大樓表示已收到通知，確保沒有誤解或誤判。美國要求中國更經常通報彈道飛彈和太空發射情況。,0.6669445633888245
269,習近平高層會議強調確保財政支出，中央政治局穩定房地產市場，凸顯北京對經濟減速的憂慮。,合作/財政支出/經濟問題/發展目標/房地產市場,中國主席習近平主持高層會議，討論經濟問題，強調需確保財政支出。中央政治局表示，必須完成全年發展目標，並穩定房地產市場。此舉凸顯北京對經濟減速的憂慮與動作。,0.6540080308914185
276,日本執政黨選新黨首，可能影響貨幣政策。,合作/競爭/外交政策/貨幣政策/政治壓力,日本執政黨將選出新黨首，可能成為下一任首相。交易員正在準備日圓和出口商銀行股受到的影響。新領導人的外交政策對美國和中國大陸也受到關注。選舉結果對貨幣政策的影響將是重要關注點。岸田文雄的卸任被視為讓央行繼續收緊政策的好消息。儘管日本央行獨立於政府，仍可能面臨政治壓力。,0.6137211918830872
282,美法提議以色列黎巴嫩停火，促和解。,合作/和平談判/臨時停火/中東/外交解決方案,美法提議以色列與黎巴嫩真主黨三周臨時停火，為和平談判鋪路，避免中東全面戰爭。法國外長巴霍將在貝魯特公佈詳情，呼籲雙方盡快接受以保護平民和推進外交解決方案。,0.9922232031822205
280,OpenAI首席技術長MiraMurati宣布離職，專注個人探索。,競爭/人事變動/技術/個人探索/平穩過渡,彭博OpenAI首席技術長MiraMurati宣布將離開公司，專注個人探索。這是人工智能初創公司又一起高層人事變動。Murati周三在社交媒體上發文，表示將努力確保平穩過渡。,0.8255685567855835
275,調查：68%華裔美國人面臨種族歧視。,競爭/調查/華裔美國人/種族偏見/歧視,一項調查顯示，全球兩大經濟體的競爭加劇，導致大多數華裔美國人面臨種族偏見。紐約Committeeof100和芝加哥大學的NORC調查發現，68%的華裔美國人每月至少面臨一種形式的歧視，其中85%因種族、族裔、口音或姓名遭受偏見。,0.6636803150177002
281,法國、美國呼籲以黎真主黨停火21天，避免全面戰爭。,合作/停火/談判/國際外交/衝突,法國和美國計劃提議以色列和黎巴嫩真主黨停火21天，為談判創造空間，避免全面戰爭。這一提議是在聯合國安理會會議上宣布的，各國外交官聚集討論不斷升級的衝突。,0.9700912237167358
278,美光科技股價飆升，盈利預測強勁，第一季營收預估87億美元。,收購/合作/競爭/利潤預測/營收預測,美光科技股價大漲，盈利預測強勁。公司預估第一季營收和利潤均超出分析師預期，營收約為87億美元，扣除特定項目後的每股利潤約為174美元。这得益於對人工智能設備的需求。,0.9813446998596191
283,美國國會通過短期聯邦撥款法案，避免政府關門。,競選活動/聯邦撥款法案/政府關門/議員/華盛頓,美國國會通過短期聯邦撥款法案，避免政府關門。部分議員將離開華盛頓進行最後競選活動。,0.6323373913764954
285,歐洲央行：KlaasKnot預計降息。,競爭/降息/利率/未來/疫情,歐洲央行管委KlaasKnot表示將在未來降息，預計利率不會回到疫情前水平。,0.9743353128433228
286,高盛集團預測美股將在大選後上揚。,競爭/美國總統大選/股市/預測/持續上揚,彭博報導，高盛集團的DavidKostin表示，美國股市將在美國總統大選結束後持續上揚。,0.9007207751274109
287,香港計劃調降高稅以重整夜生活，或在10月公布調整。,政策調整/烈酒稅/夜生活/稅收/施政報告,香港計劃下調烈酒稅，重整夜生活優勢。酒精濃度超過30%的酒類征收高稅，全球最高。特首李家超或在10月施政報告公布調整。,0.9507858753204346
291,彭博分析揭示印度股市推薦股僅61支，LICHousingFinanceLtd、SunTVNetworkLtd和DrLalPathLabsLtd下調評級。,分析師推薦股票/股市/下調評級/印度股市/十年最低,彭博分析發現印度股市分析師推薦股票難增至僅61支為十年來最低，其中LICHousingFinanceLtd、SunTVNetworkLtd和DrLalPathLabsLtd多次被下調評級。,0.9409814476966858
296,消費者信心低於預期，推動美債多頭行情。,競爭/交易/利率/標售/消費者信心,美國消費者信心數據低於預期，支撐降息預期與美債多頭行情。10年期美債殖利率周三在374左右。台灣10年期新券A13110殖利率上日開高後，周三回落至1.5以下，即將於10月中旬標售。,0.9414017796516418
290,中國大陸推介首支歐元計價債券，3年期價格指引加約45個基點，7年期加約65個基點。,發行/計價債券/財政部/期/利率/投資者,中國大陸推介首支歐元計價債券，財政部將分兩期發行，3年期價格指引為交換利率中價MS基礎上加約45個基點，7年期為MS基礎上加約65個基點。此舉引起全球投資者關注。,0.5793840289115906
293,中東投資者ADIA和穆巴達拉投資公司投資中國大連萬達，金額達83億美元。,投資/合作/持股,中東投資者ADIA與穆巴達拉投資公司投資中國大連萬達83億美元，持有購物中心管理部門股份。聯想集團將向沙烏地主權財富基金發行20億美元零息可換股債券。,0.9405850768089294
295,華泰柏瑞滬深300ETF市值首次突破3000億元，成為滬深交易所上市的ETF市值榜首。,收購/合作/競爭/持股/資金流入,中國國家隊青睞的ETF基金華泰柏瑞滬深300ETF市值首次突破3000億元人民幣，繼續成為滬深交易所上市的交易型開放式指數基金ETF市值的榜首。最新政策鼓勵資金流入風險資產，加上國家隊資金托底市場，推動市值攀升。,0.9984978437423706
